loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_comment
3033,11192998,K00481.02,Kepler-166 d,CONFIRMED,CANDIDATE,1,0,0,0,0,1.55400389,169.830304,0.016,1.7664,4.66E+02,1.59,0.0246,1313,704.5,82.1,2,q1_q17_dr25_tce,5409,4.609,-0.3,0.746,0.835,293.16016,48.881191,14.701,MOD_SEC_DV
3034,11192998,K00481.03,Kepler-166 c,CONFIRMED,CANDIDATE,1,0,0,0,0,34.25951418,183.23718,0.008,4.7743,1.07E+03,2.41,0.1937,468,11.36,66.1,3,q1_q17_dr25_tce,5409,4.609,-0.3,0.746,0.835,293.16016,48.881191,14.701,NO_COMMENT
3035,8823868,K00081.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,23.8761144,143.07006,0.014,9.3113,1.61E+03,10.45,0.2237,1481,1135.6,225.5,2,q1_q17_dr25_tce,9974,4.048,0.21,2.533,2.615,293.78574,45.01849,11.409,NO_COMMENT
3036,11255761,K00482.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,4.99270186,169.55323,1.232,3.1008,5.57E+02,26.6,0.0549,1051,288.29,42.3,1,q1_q17_dr25_tce,5724,4.429,-0.18,0.951,0.887,296.80893,48.965389,14.917,CENT_RESOLVED_OFFSET
3037,11497977,K00483.01,Kepler-571 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.79860021,173.257466,0.594,3.0384,8.17E+02,2.51,0.0546,978,216.54,88.1,1,q1_q17_dr25_tce,5631,4.557,-0.06,0.847,0.946,286.55103,49.418739,14.675,NO_COMMENT
3038,7021681,K00255.03,,FALSE POSITIVE,FALSE POSITIVE,0.122,1,0,1,0,7.7333361,133.58981,0.084,2.807,1.27E+02,0.57,0.062,479,12.41,9.3,3,q1_q17_dr25_tce,3780,4.746,-0.02,0.511,0.531,287.85812,42.542629,15.108,NO_COMMENT
3039,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.57665962,176.683759,0.043,3.3603,7.47E+02,2.88,0.0848,846,121.26,82.6,1,q1_q17_dr25_tce,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,14.598,CENT_KIC_POS
3040,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,1,0,0,0,0,96.6781852,140.18339,0.336,5.6957,9.51E+02,3.29,0.3962,392,5.55,44.7,2,q1_q17_dr25_tce,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,14.598,CENT_KIC_POS
3041,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,1,0,0,0,0,20.55280311,145.02837,0.568,2.2013,7.27E+02,2.99,0.1411,656,43.8,42.4,3,q1_q17_dr25_tce,5386,4.322,0.18,1.076,0.886,287.1011,46.896481,14.598,NO_COMMENT
3042,10068030,K00529.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.023123903,170.513161,0.026,1.1829,1.29E+03,2.87,0.0301,1266,608.26,76,1,q1_q17_dr25_tce,5559,4.578,-0.18,0.803,0.899,288.84903,47.021969,14.977,NO_COMMENT
3043,10266615,K00530.01,Kepler-587 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.94026745,170.30551,0.595,2.3494,5.39E+02,2.08,0.0952,764,80.52,30.6,1,q1_q17_dr25_tce,5749,4.547,-0.1,0.864,0.961,288.67068,47.399139,14.909,NO_COMMENT
3044,6444896,K03138.02,Kepler-1649 c,CONFIRMED,FALSE POSITIVE,0.374,1,0,0,0,19.5352551,148.20374,0.702,1.013,1.73E+03,0.53,0.0649,161,0.16,5.9,2,q1_q17_dr25_tce,2703,5.274,0,0.118,0.096,292.50378,41.830421,17.131,NO_COMMENT
3045,10395543,K00531.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.687469832,170.8803594,0.919,1.0668,5.06E+03,5.78,0.0397,690,53.6,363.9,1,q1_q17_dr25_tce,4004,4.659,0.12,0.606,0.611,287.69119,47.546902,14.418,NO_COMMENT
3046,8822216,K00581.02,Kepler-610 c,CONFIRMED,CANDIDATE,0.962,0,0,0,0,151.863949,143.31451,0.016,8.577,7.47E+02,2.41,0.5594,318,2.43,22.5,2,q1_q17_dr25_tce,5713,4.541,0.07,0.893,1.01,293.17133,45.065601,14.807,NO_COMMENT
3047,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.945043548,170.472237,0.763,2.7004,8.00E+02,2.69,0.0599,857,127.64,67.6,1,q1_q17_dr25_tce,5105,4.469,0.14,0.868,0.81,291.18338,45.32317,14.808,NO_COMMENT
3048,7941200,K00092.01,Kepler-1709 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,65.7045275,137.44275,0.663,3.3104,6.36E+02,2.78,0.3192,472,11.72,70.4,1,q1_q17_dr25_tce,5918,4.403,-0.04,1.043,1.003,283.37482,43.788219,11.667,NO_COMMENT
3049,9020160,K00582.02,Kepler-191 c,CONFIRMED,CANDIDATE,0.994,0,0,0,0,17.73842886,148.99011,0.845,3.0049,6.06E+02,2.47,0.1241,596,29.74,29.8,2,q1_q17_dr25_tce,5105,4.469,0.14,0.868,0.81,291.18338,45.32317,14.808,NO_COMMENT
3050,7429287,K04260.04,,CANDIDATE,CANDIDATE,0.971,0,0,0,0,84.799829,180.4426,0.795,15.21,5.61E+01,1.16,0.3576,491,13.79,14.4,4,q1_q17_dr25_tce,5619,4.07,-0.32,1.406,0.848,286.39584,43.075821,11.443,NO_COMMENT
3051,9020160,K00582.03,Kepler-191 b,CONFIRMED,CANDIDATE,0.559,0,0,0,0,9.93962361,131.58267,0.934,3.432,3.00E+02,1.93,0.0844,722,64.29,21.5,3,q1_q17_dr25_tce,5105,4.469,0.14,0.868,0.81,291.18338,45.32317,14.808,NO_COMMENT
3052,10418224,K00428.01,Kepler-40 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.8731664,172.518826,0.055,6.8569,3.75E+03,13.44,0.0813,1482,1140.56,535.5,1,q1_q17_dr25_tce,6490,3.942,0.08,2.179,1.516,296.81369,47.526611,14.588,NO_COMMENT
3053,10616679,K00429.01,Kepler-550 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.600099313,172.529281,0.048,4.0077,2.79E+03,4.17,0.0747,760,78.72,209.2,1,q1_q17_dr25_tce,5246,4.501,-0.24,0.805,0.748,297.70023,47.86375,14.486,NO_COMMENT
3054,10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.37646897,179.404945,0.468,2.7075,1.71E+03,2.53,0.0893,483,12.87,81.2,1,q1_q17_dr25_tce,4200,4.664,-0.12,0.607,0.622,285.48505,48.054321,14.897,NO_COMMENT
3055,10717241,K00430.02,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,9.340538,135.12248,0.074,2.57,2.01E+02,0.84,0.0741,530,18.69,11.1,2,q1_q17_dr25_tce,4200,4.664,-0.12,0.607,0.622,285.48505,48.054321,14.897,CENT_KIC_POS
3056,7303287,K01353.03,,CANDIDATE,CANDIDATE,0.343,0,0,0,0,330.071558,340.9871,0.681,4.295,6.17E+02,2.94,0.9342,286,1.58,10.6,3,q1_q17_dr25_tce,5933,4.342,-0.06,1.115,0.998,297.46533,42.882839,13.956,MOD_SEC_DV
3057,10843590,K00431.01,Kepler-153 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.87022157,178.71167,0.013,3.1404,1.10E+03,2.82,0.1274,621,35.13,72.7,1,q1_q17_dr25_tce,5402,4.452,-0.24,0.865,0.774,282.46051,48.257118,14.262,CENT_KIC_POS
3058,6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,0.963,0,0,0,0,19.5776073,135.2032,0.049,3.382,9.81E+01,0.9,0.1362,628,36.82,17.2,5,q1_q17_dr25_tce,5465,4.449,0.02,0.925,0.876,287.698,42.338718,12.498,NO_COMMENT
3059,12061222,K00484.01,Kepler-572 b,CONFIRMED,CANDIDATE,1,0,0,0,0,17.20522898,175.05878,0.012,3.6688,1.08E+03,2.22,0.1192,553,22.05,75.7,1,q1_q17_dr25_tce,5211,4.643,-0.4,0.689,0.766,291.2211,50.581299,14.472,CENT_KIC_POS
3060,12316431,K00485.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,17.90766147,175.55977,0.978,5.396,1.09E+03,4.89,0.1368,731,67.59,78.4,1,q1_q17_dr25_tce,6153,4.471,-0.14,0.993,1.065,296.10959,51.005501,14.162,NO_COMMENT
3061,12404305,K00486.01,Kepler-573 b,CONFIRMED,CANDIDATE,1,0,0,0,0,22.18332255,169.49619,0.024,5.1364,7.48E+02,2.78,0.1486,646,41.24,70.3,1,q1_q17_dr25_tce,5565,4.361,0,1.03,0.889,289.52115,51.237309,14.118,CENT_KIC_POS
3062,10212441,K02342.02,,FALSE POSITIVE,FALSE POSITIVE,0.269,1,0,0,0,354.78194,175.7246,1.17,6.46,1.93E+02,30.53,0.947,325,2.62,7.7,2,q1_q17_dr25_tce,5798,4.025,-0.4,1.525,0.899,293.72586,47.24704,13.037,CENT_SATURATED
3063,12834874,K00487.01,Kepler-574 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.65880048,173.03964,0.017,3.0427,6.68E+02,2.19,0.0723,858,128.18,57.6,1,q1_q17_dr25_tce,5657,4.508,-0.26,0.855,0.858,290.24704,52.149132,14.528,CENT_KIC_POS
3064,2557816,K00488.01,Kepler-575 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.3789167,176.45197,0.671,3.3427,5.64E+02,2.03,0.0788,803,98.22,42.6,1,q1_q17_dr25_tce,5684,4.493,-0.66,0.808,0.741,286.9639,37.829708,14.72,CENT_KIC_POS
3065,10454313,K00532.01,Kepler-588 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.221626193,173.699895,0.847,3.0619,6.58E+02,2.87,0.052,1176,453.2,83.7,1,q1_q17_dr25_tce,6123,4.472,-0.14,0.987,1.053,284.2572,47.68895,14.708,MOD_SEC_DV
3066,10513530,K00533.01,Kepler-589 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.54967098,171.69398,0.88,4.3808,7.45E+02,2.95,0.1196,656,43.72,46.8,1,q1_q17_dr25_tce,5372,4.434,-0.02,0.916,0.832,280.64136,47.751942,14.68,NO_COMMENT
3067,5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.154911236,133.498613,0.113,3.1341,9.97E+01,1.42,0.035,1740,2162.35,83,2,q1_q17_dr25_tce,6181,4.22,0.14,1.424,1.231,288.68869,41.15118,11.018,DEEP_V_SHAPED
3068,8121310,K00317.02,,CANDIDATE,CANDIDATE,0.812,0,0,0,0,11.505879,136.2363,0.029,5.583,4.98E+01,0.99,0.1096,1000,236.35,12.5,2,q1_q17_dr25_tce,6336,4.266,0.34,1.403,1.324,298.81638,43.998039,12.885,NO_COMMENT
3069,10513530,K00533.02,Kepler-589 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.52467888,131.63994,0.976,2.484,1.30E+02,1.46,0.0426,1098,344.61,12.3,2,q1_q17_dr25_tce,5372,4.434,-0.02,0.916,0.832,280.64136,47.751942,14.68,NO_COMMENT
3070,10554999,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE,1,0,0,0,0,6.400157105,174.02214,0.898,2.0004,7.43E+02,2.52,0.0638,810,101.72,49.1,1,q1_q17_dr25_tce,5299,4.597,-0.14,0.766,0.856,298.66373,47.762039,14.613,CENT_RESOLVED_OFFSET
3071,9076513,K00583.01,Kepler-611 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.437029217,170.73808,0.014,3.2005,2.44E+02,2.04,0.0351,1513,1237.66,49,1,q1_q17_dr25_tce,5573,4.177,0.16,1.329,0.968,286.00494,45.480389,14.573,CENT_SATURATED
3072,9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.9267215,175.68671,0.625,3.8428,7.26E+02,2.76,0.0888,803,98.34,97.3,1,q1_q17_dr25_tce,5475,4.43,0.24,0.982,0.947,287.91791,45.592869,14.129,NO_COMMENT
3073,9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.22349325,170.37387,0.794,4.9416,5.83E+02,2.63,0.1474,623,35.69,60.2,2,q1_q17_dr25_tce,5475,4.43,0.24,0.982,0.947,287.91791,45.592869,14.129,LPP_DV
3074,9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,0.932,0,0,0,0,6.47027706,136.50567,0.732,3.343,1.17E+02,1.15,0.0668,926,173.79,18.3,3,q1_q17_dr25_tce,5475,4.43,0.24,0.982,0.947,287.91791,45.592869,14.129,NO_COMMENT
3075,9279669,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.722158895,171.560055,0.644,1.9941,7.57E+02,2.33,0.0452,1046,283.28,70.3,1,q1_q17_dr25_tce,5617,4.574,-0.22,0.806,0.897,291.35464,45.747898,14.911,NO_COMMENT
3076,10843590,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,46.9026431,154.30327,0.645,3.9264,8.21E+02,2.6,0.2337,458,10.44,40.6,2,q1_q17_dr25_tce,5402,4.452,-0.24,0.865,0.774,282.46051,48.257118,14.262,NO_COMMENT
3077,10858832,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.263415218,174.351207,0.853,2.1446,1.03E+03,3.77,0.0612,1103,349.4,117,1,q1_q17_dr25_tce,6099,4.456,0.02,1.028,1.098,290.74768,48.242008,14.279,NO_COMMENT
3078,10937029,K00433.01,Kepler-553 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.030466786,171.092308,0.033,2.7734,2.91E+03,4.48,0.0484,970,209.11,227.4,2,q1_q17_dr25_tce,5234,4.542,0.3,0.854,0.927,298.55084,48.332451,14.924,MOD_SEC_DV
3079,11599038,K01437.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,9.27989,133.7457,0.579,3.33,1.64E+02,1.29,0.0857,897,152.86,8.6,2,q1_q17_dr25_tce,6052,4.456,-0.26,0.967,0.974,284.84662,49.692402,15.28,NO_COMMENT
3080,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,328.240201,199.203375,0.75,12.2726,1.39E+04,10.99,0.9084,224,0.59,287.6,1,q1_q17_dr25_tce,5234,4.542,0.3,0.854,0.927,298.55084,48.332451,14.924,NO_COMMENT
3081,11656302,K00434.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,22.26480657,173.103028,0.75,8.7941,1.94E+04,12.34,0.1489,585,27.79,873.4,1,q1_q17_dr25_tce,5681,4.566,-0.26,0.813,0.888,288.6925,49.72353,14.626,NO_COMMENT
3082,2576197,K00489.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.217038096,171.69587,0.754,1.8575,5.44E+02,3.23,0.0367,1697,1956.29,49.5,1,q1_q17_dr25_tce,6521,4.352,0.21,1.276,1.334,291.54099,37.816559,14.613,NO_COMMENT
3083,2576197,K00489.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,8.874603,140.2954,0.1897,2.88,9.33E+01,1.24,0.0923,1070,309.5,5.4,,,6517,4.349,0.21,1.278,1.332,291.54099,37.816559,14.613,NO_COMMENT
3084,3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.393157678,172.867528,0.102,2.4455,4.47E+02,1.41,0.0477,807,99.9,63,2,q1_q17_dr25_tce,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,14.023,NO_COMMENT
3085,10387742,K02583.02,,FALSE POSITIVE,FALSE POSITIVE,0.217,1,0,0,0,251.7512,271.06864,0.943,4.314,1.14E+02,1.25,0.7703,272,1.29,7.5,2,q1_q17_dr25_tce,5640,4.492,0.06,0.921,0.962,283.42911,47.59251,12.623,DEEP_V_SHAPED
3086,10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,1,0,0,0,0,16.14567193,134.754877,0.75,3.7236,9.41E+02,2.48,0.1162,546,20.98,242.7,1,q1_q17_dr25_tce,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,11.492,CENT_UNRESOLVED_OFFSET
3087,3239945,K00490.02,Kepler-167 e,CONFIRMED,CANDIDATE,0,0,0,0,0,1071.232624,420.286557,0.216,16.1784,1.90E+04,9.27,1.86,129,0.07,544.2,1,q1_q17_dr25_tce,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,14.023,CENT_RESOLVED_OFFSET
3088,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.735900074,171.0964,0.189,1.9359,4.29E+02,1.56,0.0362,1075,315.95,44.5,2,q1_q17_dr25_tce,5299,4.597,-0.14,0.766,0.856,298.66373,47.762039,14.613,NO_COMMENT
3089,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.852968845,171.181624,0.316,4.5973,1.15E+03,3.46,0.0647,1056,293.93,152.4,1,q1_q17_dr25_tce,6050,4.45,-0.04,1.013,1.05,296.38553,48.233452,14.434,NO_COMMENT
3090,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,0.921,0,0,0,0,81.1701587,178.58702,0.875,8.358,1.18E+03,4.71,0.3554,436,8.55,51,1,q1_q17_dr25_tce,5460,4.263,0.16,1.165,0.907,286.02402,48.43177,14.499,TRANS_GAPPED
3091,10467815,K03191.02,,FALSE POSITIVE,FALSE POSITIVE,0.598,1,0,0,0,371.17573,458.7146,0.781,8.2,1.34E+02,4.07,1.374,610,32.64,12.1,2,q1_q17_dr25_tce,9030,3.822,0.07,3.218,2.505,290.81604,47.682892,11.471,MOD_SEC_DV
3092,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.820190603,170.787705,0.614,2.554,4.68E+02,2.53,0.0397,1367,824.92,64.2,1,q1_q17_dr25_tce,5831,4.359,0.16,1.121,1.047,285.79068,48.683262,14.665,CENT_KIC_POS
3093,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.21712312,171.64936,0.89,5.89,6.36E+02,2.97,0.1508,706,58.63,56.2,1,q1_q17_dr25_tce,6191,4.438,-0.24,1.007,1.01,294.95145,48.651192,14.56,NO_COMMENT
3094,11246364,K00539.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,200,171.27413,,7.27,,,,,,,,,,,,,,292.97882,48.99667,14.133,NO_COMMENT
3095,9570741,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.77980122,175.96934,0.025,4.0369,5.41E+02,2.11,0.1232,713,60.96,39.4,1,q1_q17_dr25_tce,5941,4.519,-0.14,0.911,1.001,282.7868,46.244991,14.608,NO_COMMENT
3096,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.03490255,171.60491,0.66,3.638,8.52E+02,2.41,0.1027,641,39.97,60.9,1,q1_q17_dr25_tce,5258,4.513,-0.32,0.785,0.731,298.38483,46.276039,14.574,NO_COMMENT
3097,9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.35586478,175.68106,0.178,2.8431,6.61E+02,1.92,0.085,620,34.93,49.5,1,q1_q17_dr25_tce,4646,4.539,0.34,0.778,0.764,282.45059,46.3214,14.337,NO_COMMENT
3098,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,22.34296483,132.741641,0.031,6.66405,5.61E+03,9.99,0.1607,785,89.61,1118.9,1,q1_q17_dr25_tce,6181,4.234,-0.02,1.331,1.106,297.33307,41.891121,12.205,CENT_RESOLVED_OFFSET
3099,9782691,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.38840217,174.55377,0.243,3.6949,4.38E+02,3.04,0.1022,979,216.55,34.7,1,q1_q17_dr25_tce,5876,4.151,0.14,1.456,1.093,296.4986,46.57724,14.615,NO_COMMENT
3100,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.5498184,178.946396,0.649,5.5484,1.56E+03,4.04,0.1415,657,44.11,123.1,1,q1_q17_dr25_tce,5688,4.415,-0.12,0.971,0.895,289.78052,49.89653,14.534,INDIV_TRANS_SKYE
3101,11709124,K00435.02,,CANDIDATE,CANDIDATE,,0,0,0,0,934.0941846,657.26877,0.4948,17.489,8.71E+03,7.89,1.8164,177,0.23,135.5,,,5937,4.559,-0.4,0.832,0.916,289.78052,49.89653,14.534,NO_COMMENT
3102,11805075,K00436.01,,CANDIDATE,CANDIDATE,0.804,0,0,0,0,199.8392053,225.35896,0.811,4.378,4.45E+04,21.48,0.6632,276,1.36,590.6,1,q1_q17_dr25_tce,5457,4.548,0.2,0.869,0.974,286.65689,50.021568,14.74,NO_COMMENT
3103,11599038,K01437.03,,FALSE POSITIVE,FALSE POSITIVE,0.471,1,0,0,0,17.4217322,145.9011,0.415,4.718,2.08E+02,1.42,0.1305,727,65.92,9.3,3,q1_q17_dr25_tce,6052,4.456,-0.26,0.967,0.974,284.84662,49.692402,15.28,CENT_RESOLVED_OFFSET
3104,11824222,K00437.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,15.84132627,177.142109,0.891,1.8215,3.11E+04,16.84,0.1084,575,25.77,135.8,1,q1_q17_dr25_tce,5119,4.575,-0.5,0.702,0.675,296.61859,50.022011,14.497,NO_COMMENT
3105,12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.931196562,174.796908,0.886,2.4999,1.01E+03,2.01,0.0528,562,23.5,90.5,1,q1_q17_dr25_tce,3984,4.72,-0.22,0.539,0.557,288.49582,51.08194,14.258,NO_COMMENT
3106,11904151,K00072.01,Kepler-10 b,CONFIRMED,CANDIDATE,0,0,0,0,0,0.837491225,131.574858,0.022,1.796,1.90E+02,1.43,0.0167,1980,3630.32,189.5,2,q1_q17_dr25_tce,5676,4.347,-0.12,1.044,0.884,285.67938,50.241299,10.961,MOD_NONUNIQ_ALT
3107,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,0.987,0,0,0,0,7.40611676,134.07481,0.077,2.8826,4.18E+02,1.37,0.0675,678,49.89,49.6,3,q1_q17_dr25_tce,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,14.023,NO_COMMENT
3108,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,21.803708,139.07199,0.568,3.369,2.46E+02,1.11,0.1387,473,11.82,18.5,4,q1_q17_dr25_tce,4799,4.631,-0.02,0.692,0.776,292.65842,38.34539,14.023,MOD_SEC_DV
3109,3541800,K00491.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.66229074,169.65558,1.197,3.73,3.45E+02,24.12,0.0562,1166,437.35,29.8,1,q1_q17_dr25_tce,6191,4.454,-0.1,1.025,1.088,290.62134,38.695499,14.367,DEEP_V_SHAPED
3110,3559935,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE,1,0,0,0,0,29.9111886,194.71129,0.041,6.6436,9.42E+02,2.9,0.179,541,20.31,50.8,1,q1_q17_dr25_tce,5275,4.397,0.18,0.969,0.855,295.18292,38.654228,14.424,NO_COMMENT
3111,3834360,K00493.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.908453928,170.12474,1.195,2.5363,4.28E+02,19.44,0.0385,1181,459.47,40.4,1,q1_q17_dr25_tce,5786,4.558,-0.32,0.824,0.895,286.0705,38.975101,14.722,MOD_SEC_DV
3112,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.69581456,188.78889,0.68,4.0251,1.13E+03,1.7,0.1348,314,2.3,45.1,1,q1_q17_dr25_tce,3787,4.775,-0.22,0.477,0.496,294.71194,39.073761,14.885,CENT_KIC_POS
3113,11521048,K00540.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,25.70280003,194.82512,1.27,3.1644,5.62E+03,33.1,0.1571,562,23.68,67.9,1,q1_q17_dr25_tce,5532,4.488,-0.36,0.835,0.782,297.76697,49.446659,14.917,NO_COMMENT
3114,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.64617478,180.34991,0.115,3.4098,6.33E+02,2.06,0.1089,678,49.89,43.4,1,q1_q17_dr25_tce,5569,4.566,-0.08,0.829,0.928,288.92157,49.762032,14.748,NO_COMMENT
3115,11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.213668926,123.611878,0.021,3.98235,7.28E+02,4.13,0.044,1515,1244.44,346.9,1,q1_q17_dr25_tce,5795,4.101,0.18,1.545,1.097,285.61533,50.13575,12.211,NO_COMMENT
3116,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1,0,0,0,0,8.13121389,137.99254,0.622,4.2386,1.12E+02,1.58,0.0848,1117,368.36,55.3,3,q1_q17_dr25_tce,6181,4.22,0.14,1.424,1.231,288.68869,41.15118,11.018,NO_COMMENT
3117,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,41.8854433,178.6919,0.917,6.763,6.87E+02,3.28,0.2259,540,20.05,47,1,q1_q17_dr25_tce,5735,4.356,-0.2,1.028,0.875,295.57135,49.774578,14.35,NO_COMMENT
3118,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,13.81733587,135.03413,0.967,4.261,2.23E+02,2.04,0.1078,781,88.04,20.4,2,q1_q17_dr25_tce,5735,4.356,-0.2,1.028,0.875,295.57135,49.774578,14.35,NO_COMMENT
3119,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,0.9,0,0,0,0,52.8148051,164.90456,0.002,7.309,5.54E+02,3.33,0.2746,562,23.57,27.4,3,q1_q17_dr25_tce,5565,4.117,0.16,1.439,0.989,291.97144,47.86417,14.915,NO_COMMENT
3120,10656823,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.30783912,171.17201,0.019,3.1516,7.78E+02,2.15,0.0768,751,75.09,66.4,1,q1_q17_dr25_tce,5320,4.589,-0.06,0.786,0.882,288.12097,47.966671,14.813,NO_COMMENT
3121,10656823,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,34.0963441,153.82654,0.386,3.896,4.73E+02,1.71,0.1969,469,11.42,21.5,2,q1_q17_dr25_tce,5320,4.589,-0.06,0.786,0.882,288.12097,47.966671,14.813,CENT_SATURATED
3122,10676824,K00599.01,Kepler-1724 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.45442931,173.21478,0.749,2.6772,5.86E+02,2.48,0.0683,999,234.98,45.3,1,q1_q17_dr25_tce,6092,4.496,-0.22,0.943,1.016,296.12073,47.921478,14.854,MOD_SEC_DV
3123,10718726,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.595769013,170.36915,0.496,3.1569,3.84E+02,2.39,0.046,1296,666.88,45.9,1,q1_q17_dr25_tce,5762,4.283,0.1,1.196,1.001,286.24982,48.06094,14.827,NO_COMMENT
